,Unnamed: 0,Date,Permit Number,Status,Permit Type,County,State
2566,2140.0,2020-01-08,B202000162,Final,Residential Pools and Spas,maricopa,AZ
2567,2141.0,2020-01-07,B202000148,Final,Residential Pools and Spas,maricopa,AZ
2568,2142.0,2020-01-07,B202000145,Final,Residential Pools and Spas,maricopa,AZ
2569,2143.0,2020-01-07,B202000143,Final,Residential Pools and Spas,maricopa,AZ
2570,2144.0,2020-01-07,B202000142,Final,Residential Pools and Spas,maricopa,AZ
2571,2145.0,2020-01-07,B202000141,Final,Residential Pools and Spas,maricopa,AZ
2572,2146.0,2020-01-07,B202000139,Final,Residential Pools and Spas,maricopa,AZ
2573,2147.0,2020-01-06,B202000109,Final,Residential Pools and Spas,maricopa,AZ
2574,2148.0,2020-01-06,B202000088,Final,Residential Pools and Spas,maricopa,AZ
2575,2149.0,2020-01-03,B202000060,Final,Residential Pools and Spas,maricopa,AZ
2576,2150.0,2020-01-03,B202000059,Final,Residential Pools and Spas,maricopa,AZ
2577,2151.0,2020-01-03,B202000057,Final,Residential Pools and Spas,maricopa,AZ
2578,2152.0,2020-01-02,B202000022,Final,Residential Pools and Spas,maricopa,AZ
2579,2153.0,2020-01-02,B202000014,Final,Residential Pools and Spas,maricopa,AZ
2580,2154.0,2020-01-02,B202000012,Final,Residential Pools and Spas,maricopa,AZ
2581,2155.0,2020-01-02,B202000005,Final,Residential Pools and Spas,maricopa,AZ
2582,2156.0,2020-01-02,B202000004,Final,Residential Pools and Spas,maricopa,AZ
2583,2157.0,2020-01-02,B202000003,Final,Residential Pools and Spas,maricopa,AZ
2584,2158.0,2019-12-31,B201912078,Final,Residential Pools and Spas,maricopa,AZ
2585,2159.0,2019-12-30,B201912016,Terminate,Residential Pools and Spas,maricopa,AZ
2586,2160.0,2019-12-27,B201912007,Final,Residential Pools and Spas,maricopa,AZ
2587,2161.0,2019-12-27,B201911978,Final,Residential Pools and Spas,maricopa,AZ
2588,2162.0,2019-12-27,B201911977,Final,Residential Pools and Spas,maricopa,AZ
2589,2163.0,2019-12-27,B201911976,Final,Residential Pools and Spas,maricopa,AZ
2590,2164.0,2019-12-26,B201911953,Final,Residential Pools and Spas,maricopa,AZ
2591,2165.0,2019-12-26,B201911952,Final,Residential Pools and Spas,maricopa,AZ
2592,2166.0,2019-12-24,B201911943,Final,Residential Pools and Spas,maricopa,AZ
2593,2167.0,2019-12-23,B201911900,Final,Residential Pools and Spas,maricopa,AZ
2594,2168.0,2019-12-23,B201911898,Final,Residential Pools and Spas,maricopa,AZ
2595,2169.0,2019-12-20,B201911850,Reissued,Residential Pools and Spas,maricopa,AZ
2596,2170.0,2019-12-19,B201911827,Final,Residential Pools and Spas,maricopa,AZ
2597,2171.0,2019-12-18,B201911754,Final,Residential Pools and Spas,maricopa,AZ
2598,2172.0,2019-12-18,B201911750,Final,Residential Pools and Spas,maricopa,AZ
2599,2173.0,2019-12-17,B201911727,Final,Residential Pools and Spas,maricopa,AZ
2600,2174.0,2019-12-17,B201911708,Final,Residential Pools and Spas,maricopa,AZ
2601,2175.0,2019-12-13,B201911632,Terminate,Residential Pools and Spas,maricopa,AZ
2602,2176.0,2019-12-13,B201911629,Issued,Residential Pools and Spas,maricopa,AZ
2603,2177.0,2019-12-13,B201911618,Final,Residential Pools and Spas,maricopa,AZ
2604,2178.0,2019-12-13,B201911593,Final,Residential Pools and Spas,maricopa,AZ
2605,2179.0,2019-12-12,B201911553,Final,Residential Pools and Spas,maricopa,AZ
2606,2180.0,2019-12-12,B201911531,Final,Residential Pools and Spas,maricopa,AZ
2607,2181.0,2019-12-12,B201911530,Final,Residential Pools and Spas,maricopa,AZ
2608,2182.0,2019-12-12,B201911529,Final,Residential Pools and Spas,maricopa,AZ
2609,2183.0,2019-12-12,B201911528,Final,Residential Pools and Spas,maricopa,AZ
2610,2184.0,2019-12-12,B201911526,Final,Residential Pools and Spas,maricopa,AZ
2611,2185.0,2019-12-11,B201911511,Terminate,Residential Pools and Spas,maricopa,AZ
2612,2186.0,2019-12-11,B201911501,Final,Residential Pools and Spas,maricopa,AZ
2613,2187.0,2019-12-11,B201911491,Final,Residential Pools and Spas,maricopa,AZ
2614,2188.0,2019-12-11,B201911487,Issued,Residential Pools and Spas,maricopa,AZ
2615,2189.0,2019-12-10,B201911433,Final,Residential Pools and Spas,maricopa,AZ
2616,2190.0,2019-12-10,B201911430,Final,Residential Pools and Spas,maricopa,AZ
2617,2191.0,2019-12-09,B201911411,Final,Residential Pools and Spas,maricopa,AZ
2618,2192.0,2019-12-06,B201911353,Final,Residential Pools and Spas,maricopa,AZ
2619,2193.0,2019-12-06,B201911330,Final,Residential Pools and Spas,maricopa,AZ
2620,2194.0,2019-12-05,B201911322,Final,Residential Pools and Spas,maricopa,AZ
2621,2195.0,2019-12-05,B201911310,Final,Residential Pools and Spas,maricopa,AZ
2622,2196.0,2019-12-05,B201911297,Final,Residential Pools and Spas,maricopa,AZ
2623,2197.0,2019-12-05,B201911296,Final,Residential Pools and Spas,maricopa,AZ
2624,2198.0,2019-12-05,B201911295,Final,Residential Pools and Spas,maricopa,AZ
2625,2199.0,2019-12-04,B201911269,Final,Residential Pools and Spas,maricopa,AZ
2626,2200.0,2019-12-04,B201911242,Final,Residential Pools and Spas,maricopa,AZ
2627,2201.0,2019-12-04,B201911241,Final,Residential Pools and Spas,maricopa,AZ
2628,2202.0,2019-12-03,B201911235,Terminate,Residential Pools and Spas,maricopa,AZ
2629,2203.0,2019-12-03,B201911232,Issued,Residential Pools and Spas,maricopa,AZ
2630,2204.0,2019-12-03,B201911223,Issued,Residential Pools and Spas,maricopa,AZ
2631,2205.0,2019-12-02,B201911186,Final,Residential Pools and Spas,maricopa,AZ
2632,2206.0,2019-11-27,B201911237,Terminate,Residential Pools and Spas,maricopa,AZ
2633,2207.0,2019-11-27,B201911145,Final,Residential Pools and Spas,maricopa,AZ
2634,2208.0,2019-11-26,B201911087,Final,Residential Pools and Spas,maricopa,AZ
2635,2209.0,2019-11-26,B201911086,Final,Residential Pools and Spas,maricopa,AZ
2636,2210.0,2019-11-25,B201911038,Issued,Residential Pools and Spas,maricopa,AZ
2637,2211.0,2019-11-22,B201910999,Final,Residential Pools and Spas,maricopa,AZ
2638,2212.0,2019-11-21,B201910993,Final,Residential Pools and Spas,maricopa,AZ
2639,2213.0,2019-11-21,B201910965,Final,Residential Pools and Spas,maricopa,AZ
2640,2214.0,2019-11-20,B201910944,Final,Residential Pools and Spas,maricopa,AZ
2641,2215.0,2019-11-20,B201910943,Final,Residential Pools and Spas,maricopa,AZ
2642,2216.0,2019-11-20,B201910942,Final,Residential Pools and Spas,maricopa,AZ
2643,2217.0,2019-11-19,B201910886,Final,Residential Pools and Spas,maricopa,AZ
2644,2218.0,2019-11-19,B201910885,Final,Residential Pools and Spas,maricopa,AZ
2645,2219.0,2019-11-19,B201910881,Final,Residential Pools and Spas,maricopa,AZ
2646,2220.0,2019-11-19,B201910836,Final,Residential Pools and Spas,maricopa,AZ
2647,2221.0,2019-11-19,B201910835,Final,Residential Pools and Spas,maricopa,AZ
2648,2222.0,2019-11-19,B201910833,Final,Residential Pools and Spas,maricopa,AZ
2649,2223.0,2019-11-18,B201910800,Final,Residential Pools and Spas,maricopa,AZ
2650,2224.0,2019-11-18,B201910789,Reissued,Residential Pools and Spas,maricopa,AZ
2651,2225.0,2019-11-15,B201910774,Issued,Residential Pools and Spas,maricopa,AZ
2652,2226.0,2019-11-15,B201910769,Final,Residential Pools and Spas,maricopa,AZ
2653,2227.0,2019-11-15,B201910762,Final,Residential Pools and Spas,maricopa,AZ
2654,2228.0,2019-11-15,B201910733,Terminate,Residential Pools and Spas,maricopa,AZ
2655,2229.0,2019-11-14,B201910709,Final,Residential Pools and Spas,maricopa,AZ
2656,2230.0,2019-11-14,B201910696,Final,Residential Pools and Spas,maricopa,AZ
2657,2231.0,2019-11-13,B201910645,Final,Residential Pools and Spas,maricopa,AZ
2658,2232.0,2019-11-13,B201910644,Final,Residential Pools and Spas,maricopa,AZ
2659,2233.0,2019-11-13,B201910642,Final,Residential Pools and Spas,maricopa,AZ
2660,2234.0,2019-11-12,B201910594,Final,Residential Pools and Spas,maricopa,AZ
2661,2235.0,2019-11-12,B201910588,Final,Residential Pools and Spas,maricopa,AZ
2662,2236.0,2019-11-12,B201910585,Final,Residential Pools and Spas,maricopa,AZ
2663,2237.0,2019-11-08,B201910571,Final,Residential Pools and Spas,maricopa,AZ
2664,2238.0,2019-11-08,B201910561,Final,Residential Pools and Spas,maricopa,AZ
2665,2239.0,2019-11-08,B201910559,Final,Residential Pools and Spas,maricopa,AZ
2666,2240.0,2019-11-08,B201910552,Final,Residential Pools and Spas,maricopa,AZ
2667,2241.0,2019-11-07,B201910524,Final,Residential Pools and Spas,maricopa,AZ
2668,2242.0,2019-11-07,B201910496,Final,Residential Pools and Spas,maricopa,AZ
2669,2243.0,2019-11-06,B201910464,Final,Residential Pools and Spas,maricopa,AZ
2670,2244.0,2019-11-06,B201910430,Issued,Residential Pools and Spas,maricopa,AZ
2671,2245.0,2019-11-06,B201910415,Final,Residential Pools and Spas,maricopa,AZ
2672,2246.0,2019-11-06,B201910414,Final,Residential Pools and Spas,maricopa,AZ
2673,2247.0,2019-11-06,B201910413,Issued,Residential Pools and Spas,maricopa,AZ
2674,2248.0,2019-11-05,B201910398,Final,Residential Pools and Spas,maricopa,AZ
2675,2249.0,2019-11-05,B201910397,Final,Residential Pools and Spas,maricopa,AZ
2676,2250.0,2019-11-05,B201910386,Final,Residential Pools and Spas,maricopa,AZ
2677,2251.0,2019-11-04,B201910363,Final,Residential Pools and Spas,maricopa,AZ
2678,2252.0,2019-11-04,B201910356,Issued,Residential Pools and Spas,maricopa,AZ
2679,2253.0,2019-11-04,B201910352,Final,Residential Pools and Spas,maricopa,AZ
2680,2254.0,2019-11-01,B201910323,Terminate,Residential Pools and Spas,maricopa,AZ
2681,2255.0,2019-11-01,B201910308,Final,Residential Pools and Spas,maricopa,AZ
2682,2256.0,2019-11-01,B201910306,Final,Residential Pools and Spas,maricopa,AZ
2683,2257.0,2019-11-01,B201910305,Final,Residential Pools and Spas,maricopa,AZ
2684,2258.0,2019-10-31,B201910275,Issued,Residential Pools and Spas,maricopa,AZ
2685,2259.0,2019-10-30,B201910249,Final,Residential Pools and Spas,maricopa,AZ
2686,2260.0,2019-10-30,B201910232,Final,Residential Pools and Spas,maricopa,AZ
2687,2261.0,2019-10-30,B201910225,Final,Residential Pools and Spas,maricopa,AZ
2688,2262.0,2019-10-29,B201910203,Final,Residential Pools and Spas,maricopa,AZ
2689,2263.0,2019-10-29,B201910186,Final,Residential Pools and Spas,maricopa,AZ
2690,2264.0,2019-10-29,B201910185,Final,Residential Pools and Spas,maricopa,AZ
2691,2265.0,2019-10-28,B201910170,Final,Residential Pools and Spas,maricopa,AZ
2692,2266.0,2019-10-28,B201910129,Final,Residential Pools and Spas,maricopa,AZ
2693,2267.0,2019-10-25,B201910109,Final,Residential Pools and Spas,maricopa,AZ
2694,2268.0,2019-10-25,B201910102,Final,Residential Pools and Spas,maricopa,AZ
2695,2269.0,2019-10-25,B201910092,Terminate,Residential Pools and Spas,maricopa,AZ
2696,2270.0,2019-10-25,B201910091,Terminate,Residential Pools and Spas,maricopa,AZ
2697,2271.0,2019-10-24,B201910070,Final,Residential Pools and Spas,maricopa,AZ
2698,2272.0,2019-10-24,B201910063,Final,Residential Pools and Spas,maricopa,AZ
2699,2273.0,2019-10-24,B201910021,Final,Residential Pools and Spas,maricopa,AZ
2700,2274.0,2019-10-23,B201909996,Final,Residential Pools and Spas,maricopa,AZ
2701,2275.0,2019-10-23,B201909995,Final,Residential Pools and Spas,maricopa,AZ
2702,2276.0,2019-10-23,B201909992,Final,Residential Pools and Spas,maricopa,AZ
2703,2277.0,2019-10-23,B201909989,Final,Residential Pools and Spas,maricopa,AZ
2704,2278.0,2019-10-22,B201909954,Final,Residential Pools and Spas,maricopa,AZ
2705,2279.0,2019-10-22,B201909947,Final,Residential Pools and Spas,maricopa,AZ
2706,2280.0,2019-10-22,B201909945,Final,Residential Pools and Spas,maricopa,AZ
2707,2281.0,2019-10-22,B201909944,Final,Residential Pools and Spas,maricopa,AZ
2708,2282.0,2019-10-22,B201909922,Final,Residential Pools and Spas,maricopa,AZ
2709,2283.0,2019-10-21,B201909881,Final,Residential Pools and Spas,maricopa,AZ
2710,2284.0,2019-10-21,B201909863,Final,Residential Pools and Spas,maricopa,AZ
2711,2285.0,2019-10-21,B201909862,Final,Residential Pools and Spas,maricopa,AZ
2712,2286.0,2019-10-21,B201909861,Final,Residential Pools and Spas,maricopa,AZ
2713,2287.0,2019-10-18,B201909800,Final,Residential Pools and Spas,maricopa,AZ
2714,2288.0,2019-10-17,B201909770,Final,Residential Pools and Spas,maricopa,AZ
2715,2289.0,2019-10-17,B201909769,Final,Residential Pools and Spas,maricopa,AZ
2716,2290.0,2019-10-17,B201909768,Final,Residential Pools and Spas,maricopa,AZ
2717,2291.0,2019-10-16,B201909715,Final,Residential Pools and Spas,maricopa,AZ
2718,2292.0,2019-10-16,B201909709,Final,Residential Pools and Spas,maricopa,AZ
2719,2293.0,2019-10-16,B201909690,Reissued,Residential Pools and Spas,maricopa,AZ
2720,2294.0,2019-10-16,B201909689,Final,Residential Pools and Spas,maricopa,AZ
2721,2295.0,2019-10-16,B201909681,Final,Residential Pools and Spas,maricopa,AZ
2722,2296.0,2019-10-15,B201909663,Final,Residential Pools and Spas,maricopa,AZ
2723,2297.0,2019-10-15,B201909635,Final,Residential Pools and Spas,maricopa,AZ
2724,2298.0,2019-10-15,B201909615,Final,Residential Pools and Spas,maricopa,AZ
2725,2299.0,2019-10-15,B201909613,Final,Residential Pools and Spas,maricopa,AZ
2726,2300.0,2019-10-14,B201909596,Final,Residential Pools and Spas,maricopa,AZ
2727,2301.0,2019-10-14,B201909588,Final,Residential Pools and Spas,maricopa,AZ
2728,2302.0,2019-10-11,B201909577,Final,Residential Pools and Spas,maricopa,AZ
2729,2303.0,2019-10-11,B201909566,Final,Residential Pools and Spas,maricopa,AZ
2730,2304.0,2019-10-11,B201909563,Final,Residential Pools and Spas,maricopa,AZ
2731,2305.0,2019-10-11,B201909542,Final,Residential Pools and Spas,maricopa,AZ
2732,2306.0,2019-10-10,B201909525,Final,Residential Pools and Spas,maricopa,AZ
2733,2307.0,2019-10-10,B201909523,Final,Residential Pools and Spas,maricopa,AZ
2734,2308.0,2019-10-10,B201909521,Final,Residential Pools and Spas,maricopa,AZ
2735,2309.0,2019-10-09,B201909481,Final,Residential Pools and Spas,maricopa,AZ
2736,2310.0,2019-10-09,B201909451,Final,Residential Pools and Spas,maricopa,AZ
2737,2311.0,2019-10-09,B201909435,Final,Residential Pools and Spas,maricopa,AZ
2738,2312.0,2019-10-08,B201909407,Final,Residential Pools and Spas,maricopa,AZ
2739,2313.0,2019-10-08,B201909404,QC OTC,Residential Pools and Spas,maricopa,AZ
2740,2314.0,2019-10-08,B201909385,Final,Residential Pools and Spas,maricopa,AZ
2741,2315.0,2019-10-08,B201909384,Final,Residential Pools and Spas,maricopa,AZ
2742,2316.0,2019-10-07,B201909353,Issued,Residential Pools and Spas,maricopa,AZ
2743,2317.0,2019-10-07,B201909334,Final,Residential Pools and Spas,maricopa,AZ
2744,2318.0,2019-10-07,B201909333,Final,Residential Pools and Spas,maricopa,AZ
2745,2319.0,2019-10-07,B201909331,Final,Residential Pools and Spas,maricopa,AZ
2746,2320.0,2019-10-04,B201909311,Terminate,Residential Pools and Spas,maricopa,AZ
2747,2321.0,2019-10-03,B201909273,Final,Residential Pools and Spas,maricopa,AZ
2748,2322.0,2019-10-03,B201909259,Final,Residential Pools and Spas,maricopa,AZ
2749,2323.0,2019-10-03,B201909257,Final,Residential Pools and Spas,maricopa,AZ
2750,2324.0,2019-10-03,B201909256,Final,Residential Pools and Spas,maricopa,AZ
2751,2325.0,2019-10-03,B201909231,Final,Residential Pools and Spas,maricopa,AZ
2752,2326.0,2019-10-02,B201909213,Final,Residential Pools and Spas,maricopa,AZ
2753,2327.0,2019-10-02,B201909204,Final,Residential Pools and Spas,maricopa,AZ
2754,2328.0,2019-10-01,B201909158,Final,Residential Pools and Spas,maricopa,AZ
2755,2329.0,2019-10-01,B201909136,Terminate,Residential Pools and Spas,maricopa,AZ
2756,2330.0,2019-10-01,B201909134,Final,Residential Pools and Spas,maricopa,AZ
2757,2331.0,2019-10-01,B201909132,Final,Residential Pools and Spas,maricopa,AZ
2758,2332.0,2019-10-01,B201909128,Final,Residential Pools and Spas,maricopa,AZ
2759,2333.0,2019-09-30,B201909097,Terminate,Residential Pools and Spas,maricopa,AZ
2760,2334.0,2019-09-30,B201909496,Final,Residential Pools and Spas,maricopa,AZ
2761,2335.0,2019-09-30,B201909103,Issued,Residential Pools and Spas,maricopa,AZ
2762,2336.0,2019-09-30,B201909096,Final,Residential Pools and Spas,maricopa,AZ
2763,2337.0,2019-09-30,B201909095,Final,Residential Pools and Spas,maricopa,AZ
2764,2338.0,2019-09-30,B201909088,Terminate,Residential Pools and Spas,maricopa,AZ
2765,2339.0,2019-09-27,B201909064,Final,Residential Pools and Spas,maricopa,AZ
2766,2340.0,2019-09-26,B201909017,Final,Residential Pools and Spas,maricopa,AZ
2767,2341.0,2019-09-25,B201908973,Final,Residential Pools and Spas,maricopa,AZ
2768,2342.0,2019-09-25,B201908972,Final,Residential Pools and Spas,maricopa,AZ
2769,2343.0,2019-09-25,B201908971,Final,Residential Pools and Spas,maricopa,AZ
2770,2344.0,2019-09-25,B201908970,Final,Residential Pools and Spas,maricopa,AZ
2771,2345.0,2019-09-25,B201908958,Final,Residential Pools and Spas,maricopa,AZ
2772,2346.0,2019-09-25,B201908956,Final,Residential Pools and Spas,maricopa,AZ
2773,2347.0,2019-09-25,B201908944,Final,Residential Pools and Spas,maricopa,AZ
2774,2348.0,2019-09-24,B201908928,Final,Residential Pools and Spas,maricopa,AZ
2775,2349.0,2019-09-23,B201908897,Final,Residential Pools and Spas,maricopa,AZ
2776,2350.0,2019-09-23,B201908887,Final,Residential Pools and Spas,maricopa,AZ
2777,2351.0,2019-09-23,B201908885,Issued,Residential Pools and Spas,maricopa,AZ
2778,2352.0,2019-09-23,B201908883,Final,Residential Pools and Spas,maricopa,AZ
2779,2353.0,2019-09-23,B201908881,Final,Residential Pools and Spas,maricopa,AZ
2780,2354.0,2019-09-20,B201908845,Final,Residential Pools and Spas,maricopa,AZ
2781,2355.0,2019-09-20,B201908833,Final,Residential Pools and Spas,maricopa,AZ
2782,2356.0,2019-09-19,B201908787,Final,Residential Pools and Spas,maricopa,AZ
2783,2357.0,2019-09-19,B201908784,Final,Residential Pools and Spas,maricopa,AZ
2784,2358.0,2019-09-18,B201908751,Issued,Residential Pools and Spas,maricopa,AZ
2785,2359.0,2019-09-18,B201908748,Final,Residential Pools and Spas,maricopa,AZ
2786,2360.0,2019-09-18,B201908742,Final,Residential Pools and Spas,maricopa,AZ
2787,2361.0,2019-09-18,B201908727,Final,Residential Pools and Spas,maricopa,AZ
2788,2362.0,2019-09-18,B201908726,Final,Residential Pools and Spas,maricopa,AZ
2789,2363.0,2019-09-18,B201908725,Final,Residential Pools and Spas,maricopa,AZ
2790,2364.0,2019-09-18,B201908724,Final,Residential Pools and Spas,maricopa,AZ
2791,2365.0,2019-09-17,B201908706,Final,Residential Pools and Spas,maricopa,AZ
2792,2366.0,2019-09-17,B201908704,Terminate,Residential Pools and Spas,maricopa,AZ
2793,2367.0,2019-09-17,B201908703,Final,Residential Pools and Spas,maricopa,AZ
2794,2368.0,2019-09-17,B201908702,Terminate,Residential Pools and Spas,maricopa,AZ
2795,2369.0,2019-09-17,B201908692,Final,Residential Pools and Spas,maricopa,AZ
2796,2370.0,2019-09-17,B201908690,Final,Residential Pools and Spas,maricopa,AZ
2797,2371.0,2019-09-16,B201908644,Final,Residential Pools and Spas,maricopa,AZ
2798,2372.0,2019-09-16,B201908630,Final,Residential Pools and Spas,maricopa,AZ
2799,2373.0,2019-09-16,B201908629,Issued,Residential Pools and Spas,maricopa,AZ
2800,2374.0,2019-09-16,B201908625,Final,Residential Pools and Spas,maricopa,AZ
2801,2375.0,2019-09-16,B201908624,Final,Residential Pools and Spas,maricopa,AZ
2802,2376.0,2019-09-16,B201908622,Final,Residential Pools and Spas,maricopa,AZ
2803,2377.0,2019-09-13,B201908598,Final,Residential Pools and Spas,maricopa,AZ
2804,2378.0,2019-09-12,B201908579,Final,Residential Pools and Spas,maricopa,AZ
2805,2379.0,2019-09-12,B201908571,Final,Residential Pools and Spas,maricopa,AZ
2806,2380.0,2019-09-12,B201908567,Reissued,Residential Pools and Spas,maricopa,AZ
2807,2381.0,2019-09-12,B201908535,Final,Residential Pools and Spas,maricopa,AZ
2808,2382.0,2019-09-12,B201908534,Final,Residential Pools and Spas,maricopa,AZ
2809,2383.0,2019-09-11,B201908516,Final,Residential Pools and Spas,maricopa,AZ
2810,2384.0,2019-09-11,B201908465,Final,Residential Pools and Spas,maricopa,AZ
2811,2385.0,2019-09-10,B201908453,Final,Residential Pools and Spas,maricopa,AZ
2812,2386.0,2019-09-10,B201908451,Final,Residential Pools and Spas,maricopa,AZ
2813,2387.0,2019-09-10,B201908450,Final,Residential Pools and Spas,maricopa,AZ
2814,2388.0,2019-09-10,B201908448,Final,Residential Pools and Spas,maricopa,AZ
2815,2389.0,2019-09-10,B201908437,Final,Residential Pools and Spas,maricopa,AZ
2816,2390.0,2019-09-10,B201908416,Final,Residential Pools and Spas,maricopa,AZ
2817,2391.0,2019-09-09,B201908376,Final,Residential Pools and Spas,maricopa,AZ
2818,2392.0,2019-09-09,B201908375,Final,Residential Pools and Spas,maricopa,AZ
2819,2393.0,2019-09-06,B201908326,Final,Residential Pools and Spas,maricopa,AZ
2820,2394.0,2019-09-05,B201908289,Final,Residential Pools and Spas,maricopa,AZ
2821,2395.0,2019-09-05,B201908286,Final,Residential Pools and Spas,maricopa,AZ
2822,2396.0,2019-09-05,B201908279,Final,Residential Pools and Spas,maricopa,AZ
2823,2397.0,2019-09-04,B201908265,Final,Residential Pools and Spas,maricopa,AZ
2824,2398.0,2019-09-04,B201908222,Final,Residential Pools and Spas,maricopa,AZ
2825,2399.0,2019-09-04,B201908221,Final,Residential Pools and Spas,maricopa,AZ
2826,2400.0,2019-09-04,B201908220,Final,Residential Pools and Spas,maricopa,AZ
2827,2401.0,2019-09-04,B201908218,Final,Residential Pools and Spas,maricopa,AZ
2828,2402.0,2019-09-03,B201908205,Final,Residential Pools and Spas,maricopa,AZ
2829,2403.0,2019-09-03,B201908188,Final,Residential Pools and Spas,maricopa,AZ
2830,2404.0,2019-09-03,B201908187,Final,Residential Pools and Spas,maricopa,AZ
2831,2405.0,2019-08-30,B201908173,Final,Residential Pools and Spas,maricopa,AZ
2832,2406.0,2019-08-30,B201908147,Final,Residential Pools and Spas,maricopa,AZ
2833,2407.0,2019-08-30,B201908146,Final,Residential Pools and Spas,maricopa,AZ
2834,2408.0,2019-08-30,B201908145,Final,Residential Pools and Spas,maricopa,AZ
2835,2409.0,2019-08-30,B201908144,Issued,Residential Pools and Spas,maricopa,AZ
2836,2410.0,2019-08-30,B201908141,Final,Residential Pools and Spas,maricopa,AZ
2837,2411.0,2019-08-29,B201908109,Final,Residential Pools and Spas,maricopa,AZ
2838,2412.0,2019-08-28,B201908092,Issued,Residential Pools and Spas,maricopa,AZ
2839,2413.0,2019-08-28,B201908084,Final,Residential Pools and Spas,maricopa,AZ
2840,2414.0,2019-08-28,B201908081,Final,Residential Pools and Spas,maricopa,AZ
2841,2415.0,2019-08-28,B201908060,Final,Residential Pools and Spas,maricopa,AZ
2842,2416.0,2019-08-27,B201908032,Final,Residential Pools and Spas,maricopa,AZ
2843,2417.0,2019-08-27,B201908019,Final,Residential Pools and Spas,maricopa,AZ
2844,2418.0,2019-08-26,B201907986,Final,Residential Pools and Spas,maricopa,AZ
2845,2419.0,2019-08-26,B201907985,Final,Residential Pools and Spas,maricopa,AZ
2846,2420.0,2019-08-26,B201907972,Issued,Residential Pools and Spas,maricopa,AZ
2847,2421.0,2019-08-23,B201907937,Final,Residential Pools and Spas,maricopa,AZ
2848,2422.0,2019-08-23,B201907929,Final,Residential Pools and Spas,maricopa,AZ
2849,2423.0,2019-08-23,B201907927,Final,Residential Pools and Spas,maricopa,AZ
2850,2424.0,2019-08-23,B201907913,Final,Residential Pools and Spas,maricopa,AZ
2851,2425.0,2019-08-23,B201907912,Final,Residential Pools and Spas,maricopa,AZ
2852,2426.0,2019-08-22,B201907896,Issued,Residential Pools and Spas,maricopa,AZ
2853,2427.0,2019-08-22,B201907888,Final,Residential Pools and Spas,maricopa,AZ
2854,2428.0,2019-08-22,B201907882,Final,Residential Pools and Spas,maricopa,AZ
2855,2429.0,2019-08-22,B201907881,Final,Residential Pools and Spas,maricopa,AZ
2856,2430.0,2019-08-22,B201907880,Final,Residential Pools and Spas,maricopa,AZ
2857,2431.0,2019-08-22,B201907879,Final,Residential Pools and Spas,maricopa,AZ
2858,2432.0,2019-08-22,B201907876,Final,Residential Pools and Spas,maricopa,AZ
2859,2433.0,2019-08-20,B201907738,Terminate,Residential Pools and Spas,maricopa,AZ
2860,2434.0,2019-08-20,B201907715,Final,Residential Pools and Spas,maricopa,AZ
2861,2435.0,2019-08-20,B201907714,Final,Residential Pools and Spas,maricopa,AZ
2862,2436.0,2019-08-19,B201907699,Final,Residential Pools and Spas,maricopa,AZ
2863,2437.0,2019-08-19,B201907673,Final,Residential Pools and Spas,maricopa,AZ
2864,2438.0,2019-08-15,B201907594,Terminate,Residential Pools and Spas,maricopa,AZ
2865,2439.0,2019-08-15,B201907584,Final,Residential Pools and Spas,maricopa,AZ
2866,2440.0,2019-08-15,B201907582,Final,Residential Pools and Spas,maricopa,AZ
2867,2441.0,2019-08-15,B201907577,Final,Residential Pools and Spas,maricopa,AZ
2868,2442.0,2019-08-14,B201907550,Final,Residential Pools and Spas,maricopa,AZ
2869,2443.0,2019-08-14,B201907545,Final,Residential Pools and Spas,maricopa,AZ
2870,2444.0,2019-08-14,B201907543,Final,Residential Pools and Spas,maricopa,AZ
2871,2445.0,2019-08-14,B201907542,Final,Residential Pools and Spas,maricopa,AZ
2872,2446.0,2019-08-14,B201907540,Final,Residential Pools and Spas,maricopa,AZ
2873,2447.0,2019-08-13,B201907532,Final,Residential Pools and Spas,maricopa,AZ
2874,2448.0,2019-08-13,B201907522,Terminate,Residential Pools and Spas,maricopa,AZ
2875,2449.0,2019-08-13,B201907513,Final,Residential Pools and Spas,maricopa,AZ
2876,2450.0,2019-08-13,B201907512,Final,Residential Pools and Spas,maricopa,AZ
2877,2451.0,2019-08-13,B201907511,Final,Residential Pools and Spas,maricopa,AZ
2878,2452.0,2019-08-13,B201907486,Final,Residential Pools and Spas,maricopa,AZ
2879,2453.0,2019-08-13,B201907483,Final,Residential Pools and Spas,maricopa,AZ
2880,2454.0,2019-08-13,B201907477,Final,Residential Pools and Spas,maricopa,AZ
2881,2455.0,2019-08-12,B201907666,Final,Residential Pools and Spas,maricopa,AZ
2882,2456.0,2019-08-12,B201907450,Final,Residential Pools and Spas,maricopa,AZ
2883,2457.0,2019-08-12,B201907448,Final,Residential Pools and Spas,maricopa,AZ
2884,2458.0,2019-08-09,B201907400,Final,Residential Pools and Spas,maricopa,AZ
2885,2459.0,2019-08-08,B201907374,Final,Residential Pools and Spas,maricopa,AZ
2886,2460.0,2019-08-08,B201907371,Final,Residential Pools and Spas,maricopa,AZ
2887,2461.0,2019-08-07,B201907324,Final,Residential Pools and Spas,maricopa,AZ
2888,2462.0,2019-08-07,B201907323,Final,Residential Pools and Spas,maricopa,AZ
