,Unnamed: 0,Date,Permit Number,Status,Permit Type,County,State
0,0.0,2021-05-21,B202107273,Terminate,Commercial Pools and Spas,maricopa,AZ
1,1.0,2021-05-11,B202106620,Terminate,Commercial Pools and Spas,maricopa,AZ
2,2.0,2021-02-17,B202102045,Terminate,Commercial Pools and Spas,maricopa,AZ
3,3.0,2021-01-18,B202100624,Terminate,Commercial Pools and Spas,maricopa,AZ
4,4.0,2020-10-14,B202011379,Terminate,Commercial Pools and Spas,maricopa,AZ
5,5.0,2020-08-20,B202008962,Reissued,Commercial Pools and Spas,maricopa,AZ
6,6.0,2020-07-28,B202007940,Terminate,Commercial Pools and Spas,maricopa,AZ
7,7.0,2020-06-12,B202006048,Terminate,Commercial Pools and Spas,maricopa,AZ
8,8.0,2020-05-22,B202005251,Terminate,Commercial Pools and Spas,maricopa,AZ
9,9.0,2020-05-12,B202004889,Final,Commercial Pools and Spas,maricopa,AZ
10,10.0,2020-05-12,B202004862,Final,Commercial Pools and Spas,maricopa,AZ
11,11.0,2020-04-24,B202004682,Terminate,Commercial Pools and Spas,maricopa,AZ
12,12.0,2020-04-23,B202004122,Initialized,Commercial Pools and Spas,maricopa,AZ
13,13.0,2020-04-22,B202004066,Resubmit,Commercial Pools and Spas,maricopa,AZ
14,14.0,2020-04-13,B202003591,Terminate,Commercial Pools and Spas,maricopa,AZ
15,15.0,2020-04-08,B202003416,Terminate,Commercial Pools and Spas,maricopa,AZ
16,16.0,2019-10-21,B201909880,Issued,Commercial Pools and Spas,maricopa,AZ
17,17.0,2019-07-19,B201906714,Terminate,Commercial Pools and Spas,maricopa,AZ
18,18.0,2019-07-19,B201906697,Terminate,Commercial Pools and Spas,maricopa,AZ
19,19.0,2019-07-17,B201906713,Terminate,Commercial Pools and Spas,maricopa,AZ
20,20.0,2019-07-16,B201906571,Terminate,Commercial Pools and Spas,maricopa,AZ
21,21.0,2019-06-08,B201905326,Terminate,Commercial Pools and Spas,maricopa,AZ
22,22.0,2019-05-21,B201904701,Approved,Commercial Pools and Spas,maricopa,AZ
23,23.0,2018-12-19,B201811451,Certificate of Occupancy,Commercial Pools and Spas,maricopa,AZ
24,24.0,2018-11-29,B201810813,Final,Commercial Pools and Spas,maricopa,AZ
25,25.0,2018-10-31,B201809970,Terminate,Commercial Pools and Spas,maricopa,AZ
26,26.0,2018-04-20,B201803647,Final,Commercial Pools and Spas,maricopa,AZ
27,27.0,2017-08-25,B201708030,Final,Commercial Pools and Spas,maricopa,AZ
28,28.0,2017-06-07,B201705174,Final,Commercial Pools and Spas,maricopa,AZ
29,29.0,2017-01-06,B201700180,Final,Commercial Pools and Spas,maricopa,AZ
30,30.0,2017-01-06,B201700179,Final,Commercial Pools and Spas,maricopa,AZ
31,31.0,2016-08-26,B201606352,Final,Commercial Pools and Spas,maricopa,AZ
32,32.0,2016-03-16,B201601941,Final,Commercial Pools and Spas,maricopa,AZ
33,33.0,2016-03-16,B201601940,Final,Commercial Pools and Spas,maricopa,AZ
34,34.0,2016-03-16,B201601939,Final,Commercial Pools and Spas,maricopa,AZ
35,35.0,2016-03-16,B201601938,Final,Commercial Pools and Spas,maricopa,AZ
36,36.0,2016-02-16,B201601074,Final,Commercial Pools and Spas,maricopa,AZ
37,37.0,2015-06-18,B201503835,Final,Commercial Pools and Spas,maricopa,AZ
38,38.0,2014-08-05,B201404423,Final,Commercial Pools and Spas,maricopa,AZ
39,39.0,2014-06-06,B201403221,Final,Commercial Pools and Spas,maricopa,AZ
40,40.0,2013-12-10,B201307264,Final,Commercial Pools and Spas,maricopa,AZ
41,41.0,2012-05-04,B201202925,Certificate of Occupancy,Commercial Pools and Spas,maricopa,AZ
42,42.0,2012-05-04,B201202921,Final,Commercial Pools and Spas,maricopa,AZ
43,43.0,2011-04-13,B201102048,Certificate of Occupancy,Commercial Pools and Spas,maricopa,AZ
44,44.0,2010-08-09,B201004411,Terminate,Commercial Pools and Spas,maricopa,AZ
45,45.0,2010-05-14,B201002832,Certificate of Occupancy,Commercial Pools and Spas,maricopa,AZ
46,46.0,2010-03-16,B201001519,Expired,Commercial Pools and Spas,maricopa,AZ
47,0.0,2011-08-10,M11-004,,Expedited Models - Pools and Spas,maricopa,AZ
48,1.0,2011-08-10,M11-003,,Expedited Models - Pools and Spas,maricopa,AZ
49,2.0,2010-10-29,M10-034,Terminate,Expedited Models - Pools and Spas,maricopa,AZ
50,3.0,2010-09-22,M10-032,,Expedited Models - Pools and Spas,maricopa,AZ
51,4.0,2010-06-18,M10-029,,Expedited Models - Pools and Spas,maricopa,AZ
52,5.0,2010-06-18,M10-028,,Expedited Models - Pools and Spas,maricopa,AZ
53,6.0,2010-06-18,M10-027,,Expedited Models - Pools and Spas,maricopa,AZ
54,7.0,2010-06-18,M10-026,,Expedited Models - Pools and Spas,maricopa,AZ
55,8.0,2010-06-18,M10-025,,Expedited Models - Pools and Spas,maricopa,AZ
56,9.0,2010-06-18,M10-024,,Expedited Models - Pools and Spas,maricopa,AZ
57,10.0,2010-06-18,M10-023,,Expedited Models - Pools and Spas,maricopa,AZ
58,11.0,2010-06-18,M10-022,,Expedited Models - Pools and Spas,maricopa,AZ
59,12.0,2010-06-18,M10-021,,Expedited Models - Pools and Spas,maricopa,AZ
60,13.0,2010-06-18,M10-020,,Expedited Models - Pools and Spas,maricopa,AZ
61,14.0,2010-06-18,M10-019,,Expedited Models - Pools and Spas,maricopa,AZ
62,15.0,2010-06-18,M10-018,,Expedited Models - Pools and Spas,maricopa,AZ
63,16.0,2010-06-18,M10-017,,Expedited Models - Pools and Spas,maricopa,AZ
64,0.0,2021-05-27,B202107586,Terminate,Expedited Pools and Spas,maricopa,AZ
65,1.0,2021-04-21,B202105536,Terminate,Expedited Pools and Spas,maricopa,AZ
66,2.0,2021-04-13,B202105070,Terminate,Expedited Pools and Spas,maricopa,AZ
67,3.0,2021-03-23,B202103855,Terminate,Expedited Pools and Spas,maricopa,AZ
68,4.0,2021-03-16,B202103443,Terminate,Expedited Pools and Spas,maricopa,AZ
69,5.0,2021-02-22,B202102278,Terminate,Expedited Pools and Spas,maricopa,AZ
70,6.0,2021-02-18,B202102126,Terminate,Expedited Pools and Spas,maricopa,AZ
71,7.0,2021-02-10,B202101725,Terminate,Expedited Pools and Spas,maricopa,AZ
72,8.0,2021-02-02,B202101347,Terminate,Expedited Pools and Spas,maricopa,AZ
73,9.0,2021-02-02,B202101341,Terminate,Expedited Pools and Spas,maricopa,AZ
74,10.0,2021-01-23,B202100888,Terminate,Expedited Pools and Spas,maricopa,AZ
75,11.0,2020-12-01,B202013559,Terminate,Expedited Pools and Spas,maricopa,AZ
76,12.0,2020-11-30,B202013359,Terminate,Expedited Pools and Spas,maricopa,AZ
77,13.0,2020-11-13,B202012723,Terminate,Expedited Pools and Spas,maricopa,AZ
78,14.0,2020-10-07,B202011056,Terminate,Expedited Pools and Spas,maricopa,AZ
79,15.0,2020-08-07,B202008438,Terminate,Expedited Pools and Spas,maricopa,AZ
80,16.0,2020-07-29,B202007975,Terminate,Expedited Pools and Spas,maricopa,AZ
81,17.0,2020-07-29,B202007973,Terminate,Expedited Pools and Spas,maricopa,AZ
82,18.0,2020-06-18,B202006358,Terminate,Expedited Pools and Spas,maricopa,AZ
83,19.0,2020-06-03,B202005657,Terminate,Expedited Pools and Spas,maricopa,AZ
84,20.0,2020-05-13,B202004970,Terminate,Expedited Pools and Spas,maricopa,AZ
85,21.0,2020-04-15,B202003731,Terminate,Expedited Pools and Spas,maricopa,AZ
86,22.0,2020-01-21,B202000593,Terminate,Expedited Pools and Spas,maricopa,AZ
87,23.0,2017-08-29,B201708156,Terminate,Expedited Pools and Spas,maricopa,AZ
88,24.0,2013-05-28,B201303016,Final,Expedited Pools and Spas,maricopa,AZ
89,25.0,2013-05-23,B201302968,Final,Expedited Pools and Spas,maricopa,AZ
90,26.0,2013-05-16,B201302842,Final,Expedited Pools and Spas,maricopa,AZ
91,27.0,2013-05-08,B201302681,Final,Expedited Pools and Spas,maricopa,AZ
92,28.0,2013-05-08,B201302680,Final,Expedited Pools and Spas,maricopa,AZ
93,29.0,2013-05-08,B201302649,Final,Expedited Pools and Spas,maricopa,AZ
94,30.0,2013-04-30,B201302472,Final,Expedited Pools and Spas,maricopa,AZ
95,31.0,2013-04-30,B201302460,Final,Expedited Pools and Spas,maricopa,AZ
96,32.0,2013-04-30,B201302457,Final,Expedited Pools and Spas,maricopa,AZ
97,33.0,2013-04-30,B201302449,Final,Expedited Pools and Spas,maricopa,AZ
98,34.0,2013-04-30,B201302445,Terminate,Expedited Pools and Spas,maricopa,AZ
99,35.0,2013-04-19,B201302244,Final,Expedited Pools and Spas,maricopa,AZ
100,36.0,2013-04-19,B201302238,Final,Expedited Pools and Spas,maricopa,AZ
101,37.0,2013-04-19,B201302234,Final,Expedited Pools and Spas,maricopa,AZ
102,38.0,2013-04-18,B201302228,Final,Expedited Pools and Spas,maricopa,AZ
103,39.0,2013-04-12,B201302086,Final,Expedited Pools and Spas,maricopa,AZ
104,40.0,2013-04-12,B201302081,Final,Expedited Pools and Spas,maricopa,AZ
105,41.0,2013-04-10,B201302035,Final,Expedited Pools and Spas,maricopa,AZ
106,42.0,2013-04-10,B201302034,Final,Expedited Pools and Spas,maricopa,AZ
107,43.0,2013-04-02,B201301832,Final,Expedited Pools and Spas,maricopa,AZ
108,44.0,2013-03-26,B201301671,Final,Expedited Pools and Spas,maricopa,AZ
109,45.0,2013-03-26,B201301665,Final,Expedited Pools and Spas,maricopa,AZ
110,46.0,2013-03-26,B201301661,Final,Expedited Pools and Spas,maricopa,AZ
111,47.0,2013-03-21,B201301570,Final,Expedited Pools and Spas,maricopa,AZ
112,48.0,2013-03-21,B201301564,Final,Expedited Pools and Spas,maricopa,AZ
113,49.0,2013-03-15,B201301447,Final,Expedited Pools and Spas,maricopa,AZ
114,50.0,2013-03-15,B201301440,Final,Expedited Pools and Spas,maricopa,AZ
115,51.0,2013-03-12,B201301350,Final,Expedited Pools and Spas,maricopa,AZ
116,52.0,2013-03-05,B201301165,Final,Expedited Pools and Spas,maricopa,AZ
117,53.0,2013-02-20,B201300897,Final,Expedited Pools and Spas,maricopa,AZ
118,54.0,2013-02-20,B201300892,Final,Expedited Pools and Spas,maricopa,AZ
119,55.0,2013-02-20,B201300888,Final,Expedited Pools and Spas,maricopa,AZ
120,56.0,2013-02-19,B201300847,Final,Expedited Pools and Spas,maricopa,AZ
121,57.0,2013-02-19,B201300839,Final,Expedited Pools and Spas,maricopa,AZ
122,58.0,2013-02-19,B201300830,Final,Expedited Pools and Spas,maricopa,AZ
123,59.0,2013-02-15,B201300824,Final,Expedited Pools and Spas,maricopa,AZ
124,60.0,2013-02-15,B201300820,Final,Expedited Pools and Spas,maricopa,AZ
125,61.0,2013-02-06,B201300628,Final,Expedited Pools and Spas,maricopa,AZ
126,62.0,2013-02-01,B201300544,Final,Expedited Pools and Spas,maricopa,AZ
127,63.0,2013-01-25,B201300404,Final,Expedited Pools and Spas,maricopa,AZ
128,64.0,2013-01-24,B201300373,Final,Expedited Pools and Spas,maricopa,AZ
129,65.0,2013-01-23,B201300357,Issued,Expedited Pools and Spas,maricopa,AZ
130,66.0,2013-01-17,B201300269,Final,Expedited Pools and Spas,maricopa,AZ
131,67.0,2013-01-17,B201300265,Final,Expedited Pools and Spas,maricopa,AZ
132,68.0,2013-01-11,B201300169,Final,Expedited Pools and Spas,maricopa,AZ
133,69.0,2013-01-08,B201300095,Final,Expedited Pools and Spas,maricopa,AZ
134,70.0,2013-01-08,B201300090,Final,Expedited Pools and Spas,maricopa,AZ
135,71.0,2013-01-08,B201300088,Final,Expedited Pools and Spas,maricopa,AZ
136,72.0,2012-12-19,B201207599,Final,Expedited Pools and Spas,maricopa,AZ
137,73.0,2012-12-14,B201207502,Final,Expedited Pools and Spas,maricopa,AZ
138,74.0,2012-12-11,B201207404,Final,Expedited Pools and Spas,maricopa,AZ
139,75.0,2012-11-14,B201206910,Final,Expedited Pools and Spas,maricopa,AZ
140,76.0,2012-10-19,B201206462,Final,Expedited Pools and Spas,maricopa,AZ
141,77.0,2012-10-16,B201206370,Final,Expedited Pools and Spas,maricopa,AZ
142,78.0,2012-09-28,B201206067,Final,Expedited Pools and Spas,maricopa,AZ
143,79.0,2012-09-28,B201206053,Final,Expedited Pools and Spas,maricopa,AZ
144,80.0,2012-09-27,B201206037,Final,Expedited Pools and Spas,maricopa,AZ
145,81.0,2012-09-21,B201205883,Final,Expedited Pools and Spas,maricopa,AZ
146,82.0,2012-09-20,B201205878,Final,Expedited Pools and Spas,maricopa,AZ
147,83.0,2012-09-20,B201205869,Final,Expedited Pools and Spas,maricopa,AZ
148,84.0,2012-09-18,B201205807,Denied,Expedited Pools and Spas,maricopa,AZ
149,85.0,2012-09-14,B201205745,Final,Expedited Pools and Spas,maricopa,AZ
150,86.0,2012-09-13,B201205697,Final,Expedited Pools and Spas,maricopa,AZ
151,87.0,2012-08-29,B201205422,Terminate,Expedited Pools and Spas,maricopa,AZ
152,88.0,2012-08-24,B201205346,Final,Expedited Pools and Spas,maricopa,AZ
153,89.0,2012-08-24,B201205333,Final,Expedited Pools and Spas,maricopa,AZ
154,90.0,2012-08-24,B201205328,Final,Expedited Pools and Spas,maricopa,AZ
155,91.0,2012-08-16,B201205185,Final,Expedited Pools and Spas,maricopa,AZ
156,92.0,2012-08-14,B201205125,Final,Expedited Pools and Spas,maricopa,AZ
157,93.0,2012-08-03,B201204934,Final,Expedited Pools and Spas,maricopa,AZ
158,94.0,2012-08-03,B201204931,Final,Expedited Pools and Spas,maricopa,AZ
159,95.0,2012-08-03,B201204923,Final,Expedited Pools and Spas,maricopa,AZ
160,96.0,2012-07-27,B201204764,Final,Expedited Pools and Spas,maricopa,AZ
161,97.0,2012-07-26,B201204725,Final,Expedited Pools and Spas,maricopa,AZ
162,98.0,2012-07-25,B201204715,Final,Expedited Pools and Spas,maricopa,AZ
163,99.0,2012-07-25,B201204704,Terminate,Expedited Pools and Spas,maricopa,AZ
164,100.0,2012-07-24,B201204674,Final,Expedited Pools and Spas,maricopa,AZ
165,101.0,2012-07-18,B201204565,Terminate,Expedited Pools and Spas,maricopa,AZ
166,102.0,2012-07-18,B201204564,Terminate,Expedited Pools and Spas,maricopa,AZ
167,103.0,2012-07-17,B201204530,Final,Expedited Pools and Spas,maricopa,AZ
168,104.0,2012-07-11,B201204415,Final,Expedited Pools and Spas,maricopa,AZ
169,105.0,2012-07-11,B201204414,Final,Expedited Pools and Spas,maricopa,AZ
170,106.0,2012-07-11,B201204413,Final,Expedited Pools and Spas,maricopa,AZ
171,107.0,2012-07-11,B201204412,Final,Expedited Pools and Spas,maricopa,AZ
172,108.0,2012-07-10,B201204380,Final,Expedited Pools and Spas,maricopa,AZ
173,109.0,2012-07-05,B201204251,Final,Expedited Pools and Spas,maricopa,AZ
174,110.0,2012-07-05,B201204250,Final,Expedited Pools and Spas,maricopa,AZ
175,111.0,2012-06-26,B201204101,Final,Expedited Pools and Spas,maricopa,AZ
176,112.0,2012-06-26,B201204100,Final,Expedited Pools and Spas,maricopa,AZ
177,113.0,2012-06-26,B201204098,Final,Expedited Pools and Spas,maricopa,AZ
178,114.0,2012-06-26,B201204092,Final,Expedited Pools and Spas,maricopa,AZ
179,115.0,2012-06-15,B201203843,Terminate,Expedited Pools and Spas,maricopa,AZ
180,116.0,2012-06-13,B201203800,Final,Expedited Pools and Spas,maricopa,AZ
181,117.0,2012-06-11,B201203733,Terminate,Expedited Pools and Spas,maricopa,AZ
182,118.0,2012-06-05,B201203656,Final,Expedited Pools and Spas,maricopa,AZ
183,119.0,2012-06-01,B201203569,Terminate,Expedited Pools and Spas,maricopa,AZ
184,120.0,2012-05-30,B201203503,Final,Expedited Pools and Spas,maricopa,AZ
185,121.0,2012-05-24,B201203404,Final,Expedited Pools and Spas,maricopa,AZ
186,122.0,2012-05-24,B201203403,Final,Expedited Pools and Spas,maricopa,AZ
187,123.0,2012-05-24,B201203401,Final,Expedited Pools and Spas,maricopa,AZ
188,124.0,2012-05-17,B201203250,Final,Expedited Pools and Spas,maricopa,AZ
189,125.0,2012-05-17,B201203247,Final,Expedited Pools and Spas,maricopa,AZ
190,126.0,2012-05-17,B201203244,Reissued,Expedited Pools and Spas,maricopa,AZ
191,127.0,2012-05-17,B201203235,Final,Expedited Pools and Spas,maricopa,AZ
192,128.0,2012-05-09,B201203016,Final,Expedited Pools and Spas,maricopa,AZ
193,129.0,2012-04-19,B201202492,Final,Expedited Pools and Spas,maricopa,AZ
194,130.0,2012-04-16,B201202402,Final,Expedited Pools and Spas,maricopa,AZ
195,131.0,2012-04-16,B201202393,Terminate,Expedited Pools and Spas,maricopa,AZ
196,132.0,2012-04-12,B201202345,Final,Expedited Pools and Spas,maricopa,AZ
197,133.0,2012-04-11,B201202335,Final,Expedited Pools and Spas,maricopa,AZ
198,134.0,2012-04-10,B201202309,Final,Expedited Pools and Spas,maricopa,AZ
199,135.0,2012-04-04,B201202141,Final,Expedited Pools and Spas,maricopa,AZ
200,136.0,2012-04-02,B201202092,Final,Expedited Pools and Spas,maricopa,AZ
201,137.0,2012-03-27,B201201934,Final,Expedited Pools and Spas,maricopa,AZ
202,138.0,2012-03-20,B201201742,Final,Expedited Pools and Spas,maricopa,AZ
203,139.0,2012-03-15,B201201672,Final,Expedited Pools and Spas,maricopa,AZ
204,140.0,2012-03-14,B201201638,Final,Expedited Pools and Spas,maricopa,AZ
205,141.0,2012-03-07,B201201475,Final,Expedited Pools and Spas,maricopa,AZ
206,142.0,2012-02-27,B201201256,Final,Expedited Pools and Spas,maricopa,AZ
207,143.0,2012-02-21,B201201120,Final,Expedited Pools and Spas,maricopa,AZ
208,144.0,2012-02-16,B201201022,Final,Expedited Pools and Spas,maricopa,AZ
209,145.0,2012-02-16,B201201021,Issued,Expedited Pools and Spas,maricopa,AZ
210,146.0,2012-02-10,B201200907,Final,Expedited Pools and Spas,maricopa,AZ
211,147.0,2012-02-10,B201200906,Terminate,Expedited Pools and Spas,maricopa,AZ
212,148.0,2012-02-10,B201200904,Final,Expedited Pools and Spas,maricopa,AZ
213,149.0,2012-02-08,B201200855,Final,Expedited Pools and Spas,maricopa,AZ
214,150.0,2012-02-06,B201200788,Final,Expedited Pools and Spas,maricopa,AZ
215,151.0,2012-02-06,B201200787,Final,Expedited Pools and Spas,maricopa,AZ
216,152.0,2012-02-03,B201200766,Final,Expedited Pools and Spas,maricopa,AZ
217,153.0,2012-02-01,B201200725,Final,Expedited Pools and Spas,maricopa,AZ
218,154.0,2012-02-01,B201200724,Final,Expedited Pools and Spas,maricopa,AZ
219,155.0,2012-02-01,B201200723,Final,Expedited Pools and Spas,maricopa,AZ
220,156.0,2012-02-01,B201200722,Final,Expedited Pools and Spas,maricopa,AZ
221,157.0,2012-01-31,B201200644,Final,Expedited Pools and Spas,maricopa,AZ
222,158.0,2012-01-24,B201200476,Final,Expedited Pools and Spas,maricopa,AZ
223,159.0,2011-12-28,B201107080,Final,Expedited Pools and Spas,maricopa,AZ
224,160.0,2011-12-28,B201107056,Final,Expedited Pools and Spas,maricopa,AZ
225,161.0,2011-12-21,B201106956,Final,Expedited Pools and Spas,maricopa,AZ
226,162.0,2011-12-13,B201106815,Final,Expedited Pools and Spas,maricopa,AZ
227,163.0,2011-12-09,B201106730,Final,Expedited Pools and Spas,maricopa,AZ
228,164.0,2011-11-28,B201106472,Final,Expedited Pools and Spas,maricopa,AZ
229,165.0,2011-11-21,B201106347,Issued,Expedited Pools and Spas,maricopa,AZ
230,166.0,2011-11-18,B201106334,Final,Expedited Pools and Spas,maricopa,AZ
231,167.0,2011-11-17,B201106310,Final,Expedited Pools and Spas,maricopa,AZ
232,168.0,2011-11-16,B201106304,Terminate,Expedited Pools and Spas,maricopa,AZ
233,169.0,2011-11-10,B201106201,Final,Expedited Pools and Spas,maricopa,AZ
234,170.0,2011-11-04,B201106094,Final,Expedited Pools and Spas,maricopa,AZ
235,171.0,2011-11-02,B201106036,Final,Expedited Pools and Spas,maricopa,AZ
236,172.0,2011-10-27,B201105937,Final,Expedited Pools and Spas,maricopa,AZ
237,173.0,2011-10-27,B201105936,Terminate,Expedited Pools and Spas,maricopa,AZ
238,174.0,2011-10-27,B201105929,Final,Expedited Pools and Spas,maricopa,AZ
239,175.0,2011-10-03,B201105501,Final,Expedited Pools and Spas,maricopa,AZ
240,176.0,2011-10-03,B201105482,Final,Expedited Pools and Spas,maricopa,AZ
241,177.0,2011-09-27,B201105383,Final,Expedited Pools and Spas,maricopa,AZ
242,178.0,2011-09-26,B201105344,Final,Expedited Pools and Spas,maricopa,AZ
243,179.0,2011-09-20,B201105244,Final,Expedited Pools and Spas,maricopa,AZ
244,180.0,2011-09-20,B201105236,Final,Expedited Pools and Spas,maricopa,AZ
245,181.0,2011-09-13,B201105115,Final,Expedited Pools and Spas,maricopa,AZ
246,182.0,2011-09-13,B201105110,Final,Expedited Pools and Spas,maricopa,AZ
247,183.0,2011-09-12,B201105084,Final,Expedited Pools and Spas,maricopa,AZ
248,184.0,2011-09-12,B201105078,Final,Expedited Pools and Spas,maricopa,AZ
249,185.0,2011-09-06,B201105005,Final,Expedited Pools and Spas,maricopa,AZ
250,186.0,2011-08-16,B201104582,Final,Expedited Pools and Spas,maricopa,AZ
251,187.0,2011-08-16,B201104578,Final,Expedited Pools and Spas,maricopa,AZ
252,188.0,2011-08-16,B201104577,Final,Expedited Pools and Spas,maricopa,AZ
253,189.0,2011-08-15,B201104571,Final,Expedited Pools and Spas,maricopa,AZ
254,190.0,2011-08-15,B201104570,Final,Expedited Pools and Spas,maricopa,AZ
255,191.0,2011-08-11,B201104489,Final,Expedited Pools and Spas,maricopa,AZ
256,192.0,2011-08-11,B201104478,Final,Expedited Pools and Spas,maricopa,AZ
257,193.0,2011-08-11,B201104475,Final,Expedited Pools and Spas,maricopa,AZ
258,194.0,2011-08-10,B201104442,Final,Expedited Pools and Spas,maricopa,AZ
259,195.0,2011-08-10,B201104441,Final,Expedited Pools and Spas,maricopa,AZ
260,196.0,2011-08-10,B201104427,Final,Expedited Pools and Spas,maricopa,AZ
261,197.0,2011-08-10,B201104426,Final,Expedited Pools and Spas,maricopa,AZ
262,198.0,2011-08-08,B201104389,Final,Expedited Pools and Spas,maricopa,AZ
263,199.0,2011-08-03,B201104305,Final,Expedited Pools and Spas,maricopa,AZ
264,200.0,2011-07-25,B201104112,Final,Expedited Pools and Spas,maricopa,AZ
265,201.0,2011-07-25,B201104107,Final,Expedited Pools and Spas,maricopa,AZ
266,202.0,2011-07-21,B201104054,Final,Expedited Pools and Spas,maricopa,AZ
267,203.0,2011-07-14,B201103892,Final,Expedited Pools and Spas,maricopa,AZ
268,204.0,2011-06-30,B201103663,Issued,Expedited Pools and Spas,maricopa,AZ
269,205.0,2011-06-30,B201103649,Final,Expedited Pools and Spas,maricopa,AZ
270,206.0,2011-06-27,B201103523,Final,Expedited Pools and Spas,maricopa,AZ
271,207.0,2011-06-23,B201103472,Final,Expedited Pools and Spas,maricopa,AZ
272,208.0,2011-06-15,B201103217,Final,Expedited Pools and Spas,maricopa,AZ
273,209.0,2011-06-13,B201103181,Final,Expedited Pools and Spas,maricopa,AZ
274,210.0,2011-06-10,B201103147,Final,Expedited Pools and Spas,maricopa,AZ
275,211.0,2011-06-09,B201103103,Terminate,Expedited Pools and Spas,maricopa,AZ
276,212.0,2011-06-09,B201103102,Final,Expedited Pools and Spas,maricopa,AZ
277,213.0,2011-06-03,B201103006,Final,Expedited Pools and Spas,maricopa,AZ
278,214.0,2011-05-25,B201102842,Final,Expedited Pools and Spas,maricopa,AZ
279,215.0,2011-05-24,B201102804,Final,Expedited Pools and Spas,maricopa,AZ
280,216.0,2011-05-19,B201102730,Final,Expedited Pools and Spas,maricopa,AZ
281,217.0,2011-05-17,B201102690,Final,Expedited Pools and Spas,maricopa,AZ
282,218.0,2011-05-17,B201102687,Final,Expedited Pools and Spas,maricopa,AZ
283,219.0,2011-05-16,B201102669,Final,Expedited Pools and Spas,maricopa,AZ
284,220.0,2011-05-16,B201102666,Final,Expedited Pools and Spas,maricopa,AZ
285,221.0,2011-05-13,B201102633,Final,Expedited Pools and Spas,maricopa,AZ
286,222.0,2011-05-12,B201102587,Expired,Expedited Pools and Spas,maricopa,AZ
287,223.0,2011-05-04,B201102444,Expired,Expedited Pools and Spas,maricopa,AZ
288,224.0,2011-04-29,B201102354,Final,Expedited Pools and Spas,maricopa,AZ
289,225.0,2011-04-28,B201102322,Final,Expedited Pools and Spas,maricopa,AZ
290,226.0,2011-04-21,B201102195,Final,Expedited Pools and Spas,maricopa,AZ
291,227.0,2011-04-20,B201102188,Final,Expedited Pools and Spas,maricopa,AZ
292,228.0,2011-04-19,B201102148,Final,Expedited Pools and Spas,maricopa,AZ
293,229.0,2011-04-18,B201102134,Terminate,Expedited Pools and Spas,maricopa,AZ
294,230.0,2011-04-14,B201102060,Final,Expedited Pools and Spas,maricopa,AZ
295,231.0,2011-04-14,B201102056,Final,Expedited Pools and Spas,maricopa,AZ
296,232.0,2011-04-13,B201102042,Final,Expedited Pools and Spas,maricopa,AZ
297,233.0,2011-04-13,B201102035,Final,Expedited Pools and Spas,maricopa,AZ
298,234.0,2011-04-11,B201101975,Final,Expedited Pools and Spas,maricopa,AZ
299,235.0,2011-04-05,B201101889,Final,Expedited Pools and Spas,maricopa,AZ
300,236.0,2011-04-05,B201101886,Final,Expedited Pools and Spas,maricopa,AZ
301,237.0,2011-03-28,B201101700,Final,Expedited Pools and Spas,maricopa,AZ
302,238.0,2011-03-23,B201101593,Final,Expedited Pools and Spas,maricopa,AZ
303,239.0,2011-03-21,B201101547,Final,Expedited Pools and Spas,maricopa,AZ
304,240.0,2011-03-21,B201101534,Final,Expedited Pools and Spas,maricopa,AZ
305,241.0,2011-03-21,B201101523,Final,Expedited Pools and Spas,maricopa,AZ
306,242.0,2011-03-16,B201101450,Final,Expedited Pools and Spas,maricopa,AZ
307,243.0,2011-03-16,B201101449,Final,Expedited Pools and Spas,maricopa,AZ
308,244.0,2011-03-16,B201101426,Final,Expedited Pools and Spas,maricopa,AZ
309,245.0,2011-03-15,B201101409,Final,Expedited Pools and Spas,maricopa,AZ
310,246.0,2011-03-14,B201101387,Expired,Expedited Pools and Spas,maricopa,AZ
311,247.0,2011-03-01,B201101112,Final,Expedited Pools and Spas,maricopa,AZ
312,248.0,2011-03-01,B201101087,Final,Expedited Pools and Spas,maricopa,AZ
313,249.0,2011-02-24,B201101018,Final,Expedited Pools and Spas,maricopa,AZ
314,250.0,2011-02-24,B201101011,Final,Expedited Pools and Spas,maricopa,AZ
315,251.0,2011-02-24,B201101001,Final,Expedited Pools and Spas,maricopa,AZ
316,252.0,2011-02-24,B201100998,Final,Expedited Pools and Spas,maricopa,AZ
317,253.0,2011-02-23,B201100987,Final,Expedited Pools and Spas,maricopa,AZ
318,254.0,2011-02-23,B201100976,Final,Expedited Pools and Spas,maricopa,AZ
319,255.0,2011-02-11,B201100778,Final,Expedited Pools and Spas,maricopa,AZ
320,256.0,2011-02-10,B201100772,Final,Expedited Pools and Spas,maricopa,AZ
321,257.0,2011-02-01,B201100577,Expired,Expedited Pools and Spas,maricopa,AZ
322,258.0,2011-01-28,B201100539,Final,Expedited Pools and Spas,maricopa,AZ
323,259.0,2011-01-28,B201100531,Final,Expedited Pools and Spas,maricopa,AZ
324,260.0,2011-01-24,B201100412,Final,Expedited Pools and Spas,maricopa,AZ
325,261.0,2011-01-20,B201100352,Terminate,Expedited Pools and Spas,maricopa,AZ
326,262.0,2011-01-14,B201100249,Final,Expedited Pools and Spas,maricopa,AZ
327,263.0,2010-12-23,B201006945,Expired,Expedited Pools and Spas,maricopa,AZ
